time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-28 00:00:00+00:00,22,8,0,0
2026-01-29 00:00:00+00:00,15,5,0,0
2026-01-30 00:00:00+00:00,18,4,0,0
2026-01-31 00:00:00+00:00,31,9,0,0
2026-02-01 00:00:00+00:00,22,8,0,0
2026-02-02 00:00:00+00:00,20,6,0,0
2026-02-03 00:00:00+00:00,7,3,0,0
2026-02-04 00:00:00+00:00,25,7,0,0
2026-02-05 00:00:00+00:00,17,7,0,0
2026-02-06 00:00:00+00:00,26,8,0,0
2026-02-07 00:00:00+00:00,15,5,0,0
2026-02-08 00:00:00+00:00,13,3,0,0
2026-02-09 00:00:00+00:00,13,3,0,0
2026-02-10 00:00:00+00:00,20,6,0,0
