time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-08 00:00:00+00:00,3,3,0,0
2026-04-09 00:00:00+00:00,19,4,0,0
2026-04-10 00:00:00+00:00,31,9,0,0
2026-04-11 00:00:00+00:00,38,10,0,0
2026-04-12 00:00:00+00:00,33,11,0,0
2026-04-13 00:00:00+00:00,41,13,0,0
2026-04-14 00:00:00+00:00,16,6,0,0
2026-04-15 00:00:00+00:00,35,9,0,0
2026-04-16 00:00:00+00:00,47,10,0,0
2026-04-17 00:00:00+00:00,21,6,0,0
2026-04-18 00:00:00+00:00,21,7,0,0
2026-04-19 00:00:00+00:00,36,14,0,0
2026-04-20 00:00:00+00:00,49,21,0,0
2026-04-21 00:00:00+00:00,60,24,0,0
